"rep","design","temperature","LLM.model","trait","EGA.model","initial_NMI","final_NMI","start_N","final_N","UVA_removed","UVA_sweeps","boot_removed","boot_sweeps","embed_used"
25,"few_shot",1,"gpt-oss-120b","conscientiousness","glasso",0.719242782432234,0.606138518614197,61,14,43,8,4,2,"full"
25,"few_shot",1,"gpt-oss-120b","conscientiousness","tmfg",0.710044248971078,0.579420466649912,61,11,43,8,7,3,"full"
25,"few_shot",1,"gpt-oss-120b","extraversion","glasso",0.81024909242119,0.841177092466046,61,27,33,5,1,2,"full"
25,"few_shot",1,"gpt-oss-120b","extraversion","tmfg",0.900887364235349,1,61,24,33,5,4,2,"full"
25,"few_shot",1,"gpt-oss-120b","neuroticism","glasso",0.857784001828523,1,61,30,31,5,0,1,"full"
25,"few_shot",1,"gpt-oss-120b","neuroticism","tmfg",0.900112352628318,0.906094018188612,61,30,31,5,0,1,"full"
25,"few_shot",1,"gpt-oss-120b","openness","glasso",0.80667035762339,1,63,31,32,4,0,1,"full"
25,"few_shot",1,"gpt-oss-120b","openness","tmfg",0.907823012861278,1,63,29,32,4,2,3,"full"
25,"few_shot",1,"gpt-oss-20b","agreeableness","glasso",0.804014330009546,0.867392961602511,64,47,15,4,2,2,"full"
25,"few_shot",1,"gpt-oss-20b","agreeableness","tmfg",0.864108889200101,0.897521149160834,64,48,15,4,1,2,"full"
25,"few_shot",1,"gpt-oss-20b","conscientiousness","glasso",0.648754582490955,0.811539681944932,64,35,20,4,9,2,"full"
25,"few_shot",1,"gpt-oss-20b","conscientiousness","tmfg",0.735503248683457,0.759502184697724,64,31,20,4,13,3,"full"
25,"few_shot",1,"gpt-oss-20b","extraversion","glasso",0.94696755415662,1,64,50,14,3,0,1,"full"
25,"few_shot",1,"gpt-oss-20b","extraversion","tmfg",0.873516142928414,0.942896523088436,64,45,14,3,5,2,"sparse"
25,"few_shot",1,"gpt-oss-20b","neuroticism","glasso",0.844633232141454,0.938159111065554,64,48,16,3,0,1,"full"
25,"few_shot",1,"gpt-oss-20b","neuroticism","tmfg",0.752719017764234,1,64,44,16,3,4,4,"full"
25,"few_shot",1,"gpt-oss-20b","openness","glasso",0.95747130228927,1,64,40,14,4,10,3,"sparse"
25,"few_shot",1,"gpt-oss-20b","openness","tmfg",0.766204132167366,0.91559358963009,64,48,14,4,2,2,"sparse"
25,"few_shot",1.5,"gpt-4o","agreeableness","glasso",0.955429430629003,1,60,52,8,3,0,1,"full"
25,"few_shot",1.5,"gpt-4o","agreeableness","tmfg",0.929023860790462,0.950477819671836,60,50,8,3,2,2,"full"
25,"few_shot",1.5,"gpt-4o","conscientiousness","glasso",0.673123086756489,0.794574037256863,64,45,8,3,11,2,"sparse"
25,"few_shot",1.5,"gpt-4o","conscientiousness","tmfg",0.679896004751241,0.819826624518785,64,40,8,3,16,3,"full"
25,"few_shot",1.5,"gpt-4o","extraversion","glasso",0.893456120452068,1,67,47,16,4,4,2,"sparse"
25,"few_shot",1.5,"gpt-4o","extraversion","tmfg",0.793834298365177,1,67,40,16,4,11,2,"sparse"
25,"few_shot",1.5,"gpt-4o","neuroticism","glasso",0.711458263793515,0.721986624961974,60,54,6,2,0,1,"full"
25,"few_shot",1.5,"gpt-4o","neuroticism","tmfg",0.774295448623793,0.793164869581576,60,49,6,2,5,3,"full"
25,"few_shot",1.5,"gpt-4o","openness","glasso",0.932538504200432,0.889450187881816,62,55,5,4,2,2,"full"
25,"few_shot",1.5,"gpt-4o","openness","tmfg",0.889296981884296,1,62,42,5,4,15,3,"full"
25,"few_shot",1.5,"gpt-5.1","agreeableness","glasso",0.84128075562489,1,62,31,31,5,0,1,"full"
25,"few_shot",1.5,"gpt-5.1","agreeableness","tmfg",0.886821983971419,0.949062293317783,62,22,31,5,9,2,"full"
25,"few_shot",1.5,"gpt-5.1","conscientiousness","glasso",0.811188877940259,1,65,19,44,6,2,2,"full"
25,"few_shot",1.5,"gpt-5.1","conscientiousness","tmfg",0.710288448462856,1,65,9,44,6,12,3,"full"
25,"few_shot",1.5,"gpt-5.1","extraversion","glasso",0.854913471453141,0.932362349891865,63,30,33,5,0,1,"full"
25,"few_shot",1.5,"gpt-5.1","extraversion","tmfg",0.940917999196293,0.932362349891865,63,30,33,5,0,1,"full"
25,"few_shot",1.5,"gpt-5.1","neuroticism","glasso",0.847682901181612,1,62,28,34,4,0,1,"full"
25,"few_shot",1.5,"gpt-5.1","neuroticism","tmfg",0.800655717654817,1,62,22,34,4,6,3,"sparse"
25,"few_shot",1.5,"gpt-5.1","openness","glasso",0.852429304081397,1,63,35,28,4,0,1,"full"
25,"few_shot",1.5,"gpt-5.1","openness","tmfg",1,1,63,21,28,4,14,4,"full"
25,"few_shot",1.5,"gpt-oss-120b","agreeableness","glasso",0.849294241942414,1,64,31,28,6,5,2,"full"
25,"few_shot",1.5,"gpt-oss-120b","agreeableness","tmfg",0.941802525047554,1,64,34,28,6,2,2,"full"
25,"few_shot",1.5,"gpt-oss-120b","conscientiousness","glasso",0.842477128685086,1,60,23,32,5,5,2,"full"
25,"few_shot",1.5,"gpt-oss-120b","conscientiousness","tmfg",0.763518319578173,0.826625574479052,60,27,32,5,1,2,"sparse"
25,"few_shot",1.5,"gpt-oss-120b","extraversion","glasso",0.941176470588235,1,64,39,25,4,0,1,"full"
25,"few_shot",1.5,"gpt-oss-120b","extraversion","tmfg",0.853993763334377,1,64,39,25,4,0,1,"full"
25,"few_shot",1.5,"gpt-oss-120b","neuroticism","glasso",0.892525183348532,1,63,47,10,3,6,2,"full"
25,"few_shot",1.5,"gpt-oss-120b","neuroticism","tmfg",0.804622639891689,1,63,50,10,3,3,3,"full"
25,"few_shot",1.5,"gpt-oss-120b","openness","glasso",0.941802525047554,0.924606685536308,64,42,22,5,0,1,"full"
25,"few_shot",1.5,"gpt-oss-120b","openness","tmfg",1,0.925696580966826,64,41,22,5,1,2,"full"
25,"few_shot",1.5,"gpt-oss-20b","agreeableness","glasso",0.64215550858531,0.773432834185679,64,45,8,3,11,2,"full"
25,"few_shot",1.5,"gpt-oss-20b","agreeableness","tmfg",0.669947207853658,0.800001851733904,64,43,8,3,13,4,"full"
25,"few_shot",1.5,"gpt-oss-20b","conscientiousness","glasso",0.820921192635658,0.938575926080055,64,41,7,3,16,4,"sparse"
25,"few_shot",1.5,"gpt-oss-20b","conscientiousness","tmfg",0.816001202329473,0.904345957226202,64,55,7,3,2,2,"full"
25,"few_shot",1.5,"gpt-oss-20b","extraversion","glasso",0.914552315508573,1,64,54,8,3,2,2,"full"
25,"few_shot",1.5,"gpt-oss-20b","extraversion","tmfg",0.914552315508573,1,64,52,8,3,4,2,"full"
25,"few_shot",1.5,"gpt-oss-20b","neuroticism","glasso",0.95747130228927,0.954287374200737,64,58,3,2,3,2,"full"
25,"few_shot",1.5,"gpt-oss-20b","neuroticism","tmfg",0.746569304105396,0.856266757032843,64,54,3,2,7,3,"full"
25,"few_shot",1.5,"gpt-oss-20b","openness","glasso",0.799501751011849,0.814299443058094,64,57,6,2,1,2,"full"
25,"few_shot",1.5,"gpt-oss-20b","openness","tmfg",0.799480732369369,0.942348749405048,64,43,6,2,15,3,"full"
25,"persona",0.5,"gpt-4o","agreeableness","glasso",0.796965330328935,1,61,28,31,4,2,2,"full"
25,"persona",0.5,"gpt-4o","agreeableness","tmfg",0.84959415072304,1,61,29,31,4,1,2,"full"
25,"persona",0.5,"gpt-4o","conscientiousness","glasso",0.85106484686642,1,64,17,43,6,4,2,"full"
25,"persona",0.5,"gpt-4o","conscientiousness","tmfg",0.663627723815386,0.887775852763061,64,21,43,6,0,1,"full"
25,"persona",0.5,"gpt-4o","extraversion","glasso",0.904941916170727,1,64,27,35,5,2,3,"sparse"
25,"persona",0.5,"gpt-4o","extraversion","tmfg",0.904941916170727,0.926130535676446,64,29,35,5,0,1,"full"
25,"persona",0.5,"gpt-4o","neuroticism","glasso",0.786393234272616,0.678615241043563,66,27,38,4,1,2,"full"
25,"persona",0.5,"gpt-4o","neuroticism","tmfg",0.711726738899847,0.797240040652971,66,19,38,4,9,3,"full"
25,"persona",0.5,"gpt-4o","openness","glasso",0.731627556839276,0.783233617413984,60,16,43,4,1,2,"sparse"
25,"persona",0.5,"gpt-4o","openness","tmfg",0.764986104270134,0.496961871658487,60,11,43,4,6,3,"full"
25,"persona",0.5,"gpt-5.1","agreeableness","glasso",0.804490817213705,0.927967434348421,64,32,32,3,0,1,"full"
25,"persona",0.5,"gpt-5.1","agreeableness","tmfg",0.773755960067994,1,64,28,32,3,4,2,"full"
25,"persona",0.5,"gpt-5.1","conscientiousness","glasso",0.903335831674291,1,63,36,25,3,2,2,"sparse"
25,"persona",0.5,"gpt-5.1","conscientiousness","tmfg",0.72397421018827,1,63,34,25,3,4,3,"full"
25,"persona",0.5,"gpt-5.1","extraversion","glasso",0.781927656815512,0.749071097375428,61,23,38,6,0,1,"full"
25,"persona",0.5,"gpt-5.1","extraversion","tmfg",0.859148356330865,1,61,12,38,6,11,3,"sparse"
25,"persona",0.5,"gpt-5.1","neuroticism","glasso",0.835306719070898,0.917001238807691,62,25,33,6,4,2,"full"
25,"persona",0.5,"gpt-5.1","neuroticism","tmfg",0.891189623694372,0.859615017013403,62,24,33,6,5,2,"full"
25,"persona",0.5,"gpt-5.1","openness","glasso",0.761863758964967,0.769401784045823,63,21,41,5,1,2,"full"
25,"persona",0.5,"gpt-5.1","openness","tmfg",0.825642835958138,0.702669636390498,63,19,41,5,3,2,"full"
25,"persona",0.5,"gpt-oss-120b","agreeableness","glasso",0.806830390746708,0.774964754811719,62,21,41,5,0,1,"full"
25,"persona",0.5,"gpt-oss-120b","agreeableness","tmfg",0.839911535030932,0.891344429076231,62,18,41,5,3,2,"full"
25,"persona",0.5,"gpt-oss-120b","conscientiousness","glasso",0.770272414001659,0.846918856233533,61,20,37,5,4,2,"full"
25,"persona",0.5,"gpt-oss-120b","conscientiousness","tmfg",0.847273936145515,1,61,15,37,5,9,3,"full"
25,"persona",0.5,"gpt-oss-120b","extraversion","glasso",0.884802661286464,1,63,37,26,4,0,1,"full"
25,"persona",0.5,"gpt-oss-120b","extraversion","tmfg",0.834808354320913,0.936855327244332,63,35,26,4,2,3,"full"
25,"persona",0.5,"gpt-oss-120b","neuroticism","glasso",0.816037215392414,1,63,33,30,5,0,1,"full"
25,"persona",0.5,"gpt-oss-120b","neuroticism","tmfg",0.904759103811778,1,63,28,30,5,5,2,"full"
25,"persona",0.5,"gpt-oss-120b","openness","glasso",0.77511153402203,0.793241155550405,60,22,38,5,0,1,"full"
25,"persona",0.5,"gpt-oss-120b","openness","tmfg",0.844154524934559,1,60,8,38,5,14,5,"sparse"
25,"persona",0.5,"gpt-oss-20b","agreeableness","glasso",0.76816891044758,0.81215347350397,66,35,31,5,0,1,"full"
25,"persona",0.5,"gpt-oss-20b","agreeableness","tmfg",0.798216523858278,1,66,28,31,5,7,2,"full"
25,"persona",0.5,"gpt-oss-20b","conscientiousness","glasso",0.772500786825542,1,62,28,25,4,9,2,"full"
25,"persona",0.5,"gpt-oss-20b","conscientiousness","tmfg",0.681467588910259,0.889286081714827,62,33,25,4,4,2,"full"
25,"persona",0.5,"gpt-oss-20b","extraversion","glasso",0.94696755415662,1,64,50,14,4,0,1,"full"
25,"persona",0.5,"gpt-oss-20b","extraversion","tmfg",0.810006449953484,0.950197963637296,64,50,14,4,0,1,"full"
25,"persona",0.5,"gpt-oss-20b","neuroticism","glasso",0.823954232147731,0.814570303620247,62,40,22,4,0,1,"full"
25,"persona",0.5,"gpt-oss-20b","neuroticism","tmfg",0.666536003394932,0.814570303620247,62,40,22,4,0,1,"full"
25,"persona",0.5,"gpt-oss-20b","openness","glasso",0.845121671606894,1,66,34,25,4,7,3,"full"
25,"persona",0.5,"gpt-oss-20b","openness","tmfg",0.84191205171225,1,66,32,25,4,9,3,"full"
25,"persona",1,"gpt-4o","agreeableness","glasso",0.895124962732923,1,62,47,15,4,0,1,"full"
25,"persona",1,"gpt-4o","agreeableness","tmfg",0.858549417267052,1,62,30,15,4,17,4,"full"
25,"persona",1,"gpt-4o","conscientiousness","glasso",0.871216844861356,0.837681956602607,63,32,18,4,13,3,"full"
25,"persona",1,"gpt-4o","conscientiousness","tmfg",0.625388198356341,0.835395221075028,63,29,18,4,16,3,"full"
25,"persona",1,"gpt-4o","extraversion","glasso",0.903553417361472,0.890744937516344,64,42,20,6,2,2,"sparse"
25,"persona",1,"gpt-4o","extraversion","tmfg",0.95747130228927,1,64,31,20,6,13,3,"full"
25,"persona",1,"gpt-4o","neuroticism","glasso",0.786169181280638,1,64,37,26,5,1,2,"full"
25,"persona",1,"gpt-4o","neuroticism","tmfg",0.836580192269335,0.886812265304946,64,28,26,5,10,3,"full"
25,"persona",1,"gpt-4o","openness","glasso",0.942848583392795,0.945033149605839,63,41,18,4,4,3,"full"
25,"persona",1,"gpt-4o","openness","tmfg",0.957149901700219,1,63,37,18,4,8,3,"full"
25,"persona",1,"gpt-5.1","agreeableness","glasso",0.801458782333061,1,63,26,35,4,2,2,"full"
25,"persona",1,"gpt-5.1","agreeableness","tmfg",0.843028562693792,1,63,28,35,4,0,1,"full"
25,"persona",1,"gpt-5.1","conscientiousness","glasso",0.811767076542816,0.92887247566863,62,34,23,3,5,2,"full"
25,"persona",1,"gpt-5.1","conscientiousness","tmfg",0.88501587001897,0.935990148800404,62,37,23,3,2,2,"full"
25,"persona",1,"gpt-5.1","extraversion","glasso",0.8426284921758,1,60,27,27,5,6,3,"full"
25,"persona",1,"gpt-5.1","extraversion","tmfg",0.890406447988316,1,60,26,27,5,7,3,"sparse"
25,"persona",1,"gpt-5.1","neuroticism","glasso",0.803436705160743,1,61,28,25,4,8,2,"full"
25,"persona",1,"gpt-5.1","neuroticism","tmfg",0.927861364947976,1,61,21,25,4,15,4,"sparse"
25,"persona",1,"gpt-5.1","openness","glasso",0.808712211305126,0.87513483428049,62,19,43,6,0,1,"full"
25,"persona",1,"gpt-5.1","openness","tmfg",0.939328304724197,0.893883982259884,62,16,43,6,3,2,"full"
25,"persona",1,"gpt-oss-120b","agreeableness","glasso",0.807053153778394,1,61,22,35,5,4,2,"full"
25,"persona",1,"gpt-oss-120b","agreeableness","tmfg",0.842430339542993,1,61,26,35,5,0,1,"full"
25,"persona",1,"gpt-oss-120b","conscientiousness","glasso",0.786225947339913,0.696683933243421,65,16,43,5,6,2,"full"
25,"persona",1,"gpt-oss-120b","conscientiousness","tmfg",0.881018824299179,0.869074886424886,65,13,43,5,9,3,"sparse"
25,"persona",1,"gpt-oss-120b","extraversion","glasso",0.889126800214834,1,60,22,32,4,6,4,"sparse"
25,"persona",1,"gpt-oss-120b","extraversion","tmfg",0.898943240560408,0.899540531943743,60,28,32,4,0,1,"full"
25,"persona",1,"gpt-oss-120b","neuroticism","glasso",0.824156363525054,0.915334517488605,61,36,25,6,0,1,"full"
25,"persona",1,"gpt-oss-120b","neuroticism","tmfg",0.939052995627954,1,61,35,25,6,1,2,"full"
25,"persona",1,"gpt-oss-120b","openness","glasso",0.813821459266702,0.92401492675204,63,32,31,5,0,1,"full"
25,"persona",1,"gpt-oss-120b","openness","tmfg",0.893097267039618,0.894198808610387,63,28,31,5,4,2,"full"
25,"persona",1,"gpt-oss-20b","agreeableness","glasso",0.803453299952716,1,64,23,27,4,14,2,"sparse"
25,"persona",1,"gpt-oss-20b","agreeableness","tmfg",0.719465364170198,0.796162409092311,64,19,27,4,18,5,"full"
25,"persona",1,"gpt-oss-20b","conscientiousness","glasso",0.781115796651789,0.755495203212849,63,41,22,3,0,1,"full"
25,"persona",1,"gpt-oss-20b","conscientiousness","tmfg",0.707055706036966,0.768026797308924,63,16,22,3,25,3,"full"
25,"persona",1,"gpt-oss-20b","extraversion","glasso",0.782329687294314,0.804450242323236,63,53,10,3,0,1,"full"
25,"persona",1,"gpt-oss-20b","extraversion","tmfg",0.772475533111766,0.939867167007555,63,41,10,3,12,2,"sparse"
25,"persona",1,"gpt-oss-20b","neuroticism","glasso",0.7710798160181,0.785024961842562,64,51,10,3,3,2,"full"
25,"persona",1,"gpt-oss-20b","neuroticism","tmfg",0.767469187284349,0.901174048169121,64,35,10,3,19,3,"full"
25,"persona",1,"gpt-oss-20b","openness","glasso",0.768571327150929,0.924983621881036,63,41,20,5,2,2,"full"
25,"persona",1,"gpt-oss-20b","openness","tmfg",0.805670901930088,0.930835548918606,63,41,20,5,2,2,"full"
25,"persona",1.5,"gpt-4o","agreeableness","glasso",0.85475899713277,0.893585883278901,64,58,5,2,1,2,"full"
25,"persona",1.5,"gpt-4o","agreeableness","tmfg",0.95747130228927,0.883768519167465,64,37,5,2,22,2,"sparse"
25,"persona",1.5,"gpt-4o","conscientiousness","glasso",0.73900643478674,0.826930291150308,61,51,8,2,2,2,"full"
25,"persona",1.5,"gpt-4o","conscientiousness","tmfg",0.728308715993444,1,61,13,8,2,40,3,"sparse"
25,"persona",1.5,"gpt-4o","extraversion","glasso",0.717543161539273,1,63,23,16,4,24,3,"sparse"
25,"persona",1.5,"gpt-4o","extraversion","tmfg",0.608241554754896,0.93034669931898,63,32,16,4,15,2,"full"
25,"persona",1.5,"gpt-4o","neuroticism","glasso",0.95747130228927,0.951919673685402,64,56,8,3,0,1,"full"
25,"persona",1.5,"gpt-4o","neuroticism","tmfg",0.862846302138149,0.89956803729537,64,55,8,3,1,2,"full"
25,"persona",1.5,"gpt-4o","openness","glasso",0.89693054079234,1,60,56,2,2,2,2,"sparse"
25,"persona",1.5,"gpt-4o","openness","tmfg",0.89693054079234,1,60,57,2,2,1,2,"full"
25,"persona",1.5,"gpt-5.1","agreeableness","glasso",0.887861782028915,1,63,34,29,5,0,1,"full"
25,"persona",1.5,"gpt-5.1","agreeableness","tmfg",1,1,63,33,29,5,1,2,"full"
25,"persona",1.5,"gpt-5.1","conscientiousness","glasso",0.958787703210388,1,63,41,19,4,3,2,"sparse"
25,"persona",1.5,"gpt-5.1","conscientiousness","tmfg",0.86571060389997,0.898845514052578,63,37,19,4,7,3,"full"
25,"persona",1.5,"gpt-5.1","extraversion","glasso",0.853030909150706,1,61,29,32,5,0,1,"full"
25,"persona",1.5,"gpt-5.1","extraversion","tmfg",0.898829760282142,1,61,23,32,5,6,3,"sparse"
25,"persona",1.5,"gpt-5.1","neuroticism","glasso",0.816182394482799,0.880909648877249,63,41,22,3,0,1,"full"
25,"persona",1.5,"gpt-5.1","neuroticism","tmfg",0.929420215501037,1,63,25,22,3,16,4,"full"
25,"persona",1.5,"gpt-5.1","openness","glasso",0.884713397894902,0.869458875167459,62,35,27,4,0,1,"full"
25,"persona",1.5,"gpt-5.1","openness","tmfg",0.929030719967214,0.933413010187871,62,31,27,4,4,3,"full"
25,"persona",1.5,"gpt-oss-120b","agreeableness","glasso",0.787031207280961,0.917996248231658,63,34,29,4,0,1,"full"
25,"persona",1.5,"gpt-oss-120b","agreeableness","tmfg",0.940283032856307,1,63,22,29,4,12,3,"full"
25,"persona",1.5,"gpt-oss-120b","conscientiousness","glasso",0.813655357424409,0.865248564809635,63,39,16,3,8,3,"sparse"
25,"persona",1.5,"gpt-oss-120b","conscientiousness","tmfg",0.77986591215823,0.87054813164005,63,39,16,3,8,3,"full"
25,"persona",1.5,"gpt-oss-120b","extraversion","glasso",0.889581997394394,1,62,33,25,4,4,2,"sparse"
25,"persona",1.5,"gpt-oss-120b","extraversion","tmfg",0.865447323808426,1,62,31,25,4,6,2,"full"
25,"persona",1.5,"gpt-oss-120b","neuroticism","glasso",1,1,61,49,12,4,0,1,"full"
25,"persona",1.5,"gpt-oss-120b","neuroticism","tmfg",1,1,61,49,12,4,0,1,"full"
25,"persona",1.5,"gpt-oss-120b","openness","glasso",0.846756562907697,1,63,24,38,5,1,2,"full"
25,"persona",1.5,"gpt-oss-120b","openness","tmfg",0.843418775556025,1,63,20,38,5,5,2,"full"
25,"persona",1.5,"gpt-oss-20b","agreeableness","glasso",0.663941518102155,0.799619215449207,64,43,8,2,13,3,"sparse"
25,"persona",1.5,"gpt-oss-20b","agreeableness","tmfg",0.749677315460866,0.884500952916304,64,50,8,2,6,2,"full"
25,"persona",1.5,"gpt-oss-20b","conscientiousness","glasso",0.634237006271693,0.760152629566777,64,56,6,3,2,2,"full"
25,"persona",1.5,"gpt-oss-20b","conscientiousness","tmfg",0.760562684190374,0.853472129627001,64,53,6,3,5,3,"full"
25,"persona",1.5,"gpt-oss-20b","extraversion","glasso",0.95747130228927,1,64,49,10,3,5,2,"sparse"
25,"persona",1.5,"gpt-oss-20b","extraversion","tmfg",0.888623694914463,1,64,47,10,3,7,2,"full"
25,"persona",1.5,"gpt-oss-20b","neuroticism","glasso",0.914552315508573,0.905494320479909,64,56,5,2,3,2,"full"
25,"persona",1.5,"gpt-oss-20b","neuroticism","tmfg",0.914552315508573,0.951094020978422,64,55,5,2,4,2,"full"
25,"persona",1.5,"gpt-oss-20b","openness","glasso",0.955714914347722,1,62,59,3,3,0,1,"full"
25,"persona",1.5,"gpt-oss-20b","openness","tmfg",0.927764388613223,1,62,33,3,3,26,3,"full"
25,"persona_few_shot",0.5,"gpt-4o","agreeableness","glasso",0.68882375199638,0.929056623299399,62,16,27,5,19,4,"full"
25,"persona_few_shot",0.5,"gpt-4o","agreeableness","tmfg",0.730399478404662,0.724169384757208,62,27,27,5,8,2,"full"
25,"persona_few_shot",0.5,"gpt-4o","conscientiousness","glasso",0.780477419168808,0.786575694428131,63,25,38,5,0,1,"sparse"
25,"persona_few_shot",0.5,"gpt-4o","conscientiousness","tmfg",0.807528034774063,0.790937585103439,63,21,38,5,4,2,"sparse"
25,"persona_few_shot",0.5,"gpt-4o","extraversion","glasso",0.803310714908182,0.799975800869999,60,20,40,5,0,1,"sparse"
25,"persona_few_shot",0.5,"gpt-4o","extraversion","tmfg",0.818045150579486,0.940997491309402,60,17,40,5,3,3,"sparse"
25,"persona_few_shot",0.5,"gpt-4o","neuroticism","glasso",0.852704378389566,0.92664301115793,61,26,35,3,0,1,"full"
25,"persona_few_shot",0.5,"gpt-4o","neuroticism","tmfg",0.795185817261272,0.92664301115793,61,26,35,3,0,1,"sparse"
25,"persona_few_shot",0.5,"gpt-4o","openness","glasso",0.892726300098363,1,61,16,40,5,5,2,"full"
25,"persona_few_shot",0.5,"gpt-4o","openness","tmfg",0.876617398163612,0.88058796223171,61,17,40,5,4,3,"full"
25,"persona_few_shot",0.5,"gpt-5.1","agreeableness","glasso",0.795678846765297,0.933973801190557,60,15,40,6,5,2,"sparse"
25,"persona_few_shot",0.5,"gpt-5.1","agreeableness","tmfg",0.875538233020905,0.751035480057868,60,11,40,6,9,4,"full"
25,"persona_few_shot",0.5,"gpt-5.1","conscientiousness","glasso",0.856849195761409,0.907349259072815,63,22,41,6,0,1,"full"
25,"persona_few_shot",0.5,"gpt-5.1","conscientiousness","tmfg",0.898247340764649,1,63,20,41,6,2,3,"full"
25,"persona_few_shot",0.5,"gpt-5.1","extraversion","glasso",0.737622137109138,0.930706629585266,61,14,45,5,2,2,"full"
25,"persona_few_shot",0.5,"gpt-5.1","extraversion","tmfg",0.835155150546344,1,61,9,45,5,7,3,"full"
25,"persona_few_shot",0.5,"gpt-5.1","neuroticism","glasso",0.838029953919754,0.936599117936337,62,30,32,4,0,1,"full"
25,"persona_few_shot",0.5,"gpt-5.1","neuroticism","tmfg",0.776313895744289,0.897417930396226,62,30,32,4,0,1,"full"
25,"persona_few_shot",0.5,"gpt-5.1","openness","glasso",0.850494328155196,0.946809271887533,62,12,49,9,1,2,"full"
25,"persona_few_shot",0.5,"gpt-5.1","openness","tmfg",0.928987123351257,0.848648961005663,62,11,49,9,2,2,"full"
25,"persona_few_shot",0.5,"gpt-oss-120b","agreeableness","glasso",0.810624279755271,0.745397060518443,63,28,35,4,0,1,"full"
25,"persona_few_shot",0.5,"gpt-oss-120b","agreeableness","tmfg",0.899134427289251,0.627544029654959,63,22,35,4,6,2,"full"
25,"persona_few_shot",0.5,"gpt-oss-120b","conscientiousness","glasso",0.805154487992624,0.808817334528133,62,8,44,5,10,2,"sparse"
25,"persona_few_shot",0.5,"gpt-oss-120b","conscientiousness","tmfg",0.871443297614497,1,62,7,44,5,11,3,"full"
25,"persona_few_shot",0.5,"gpt-oss-120b","extraversion","glasso",0.899987827670427,1,67,38,29,4,0,1,"full"
25,"persona_few_shot",0.5,"gpt-oss-120b","extraversion","tmfg",0.871533732118467,1,67,36,29,4,2,2,"full"
25,"persona_few_shot",0.5,"gpt-oss-120b","neuroticism","glasso",0.943705935405434,0.939527211011475,64,37,23,3,4,2,"full"
25,"persona_few_shot",0.5,"gpt-oss-120b","neuroticism","tmfg",0.95747130228927,0.940688136426951,64,39,23,3,2,3,"full"
25,"persona_few_shot",0.5,"gpt-oss-120b","openness","glasso",0.886972406086602,0.921158186946581,62,31,31,5,0,1,"sparse"
25,"persona_few_shot",0.5,"gpt-oss-120b","openness","tmfg",0.95608241790512,0.923328361917064,62,30,31,5,1,2,"full"
25,"persona_few_shot",0.5,"gpt-oss-20b","agreeableness","glasso",0.694527805850185,0.915439389359303,64,31,29,4,4,3,"full"
25,"persona_few_shot",0.5,"gpt-oss-20b","agreeableness","tmfg",0.736453862097738,0.919295980569489,64,25,29,4,10,3,"full"
25,"persona_few_shot",0.5,"gpt-oss-20b","conscientiousness","glasso",0.706723890114346,0.678314754140014,61,28,29,5,4,2,"full"
25,"persona_few_shot",0.5,"gpt-oss-20b","conscientiousness","tmfg",0.580728183318871,0.66340060353499,61,20,29,5,12,2,"sparse"
25,"persona_few_shot",0.5,"gpt-oss-20b","extraversion","glasso",0.891994674056396,1,62,35,20,4,7,3,"sparse"
25,"persona_few_shot",0.5,"gpt-oss-20b","extraversion","tmfg",0.885573605242932,0.850895455583972,62,42,20,4,0,1,"full"
25,"persona_few_shot",0.5,"gpt-oss-20b","neuroticism","glasso",0.855057025182047,0.947563908994758,63,28,30,6,5,2,"full"
25,"persona_few_shot",0.5,"gpt-oss-20b","neuroticism","tmfg",0.838913331446062,1,63,16,30,6,17,5,"sparse"
25,"persona_few_shot",0.5,"gpt-oss-20b","openness","glasso",0.824644067536144,1,60,13,36,5,11,2,"full"
25,"persona_few_shot",0.5,"gpt-oss-20b","openness","tmfg",0.885684937863735,0.875989985603715,60,23,36,5,1,2,"full"
25,"persona_few_shot",1,"gpt-4o","agreeableness","glasso",0.94001659033548,1,62,39,23,3,0,1,"full"
25,"persona_few_shot",1,"gpt-4o","agreeableness","tmfg",1,1,62,36,23,3,3,2,"full"
25,"persona_few_shot",1,"gpt-4o","conscientiousness","glasso",0.858076448678683,1,64,41,21,3,2,2,"full"
25,"persona_few_shot",1,"gpt-4o","conscientiousness","tmfg",0.763089794349865,1,64,38,21,3,5,2,"sparse"
25,"persona_few_shot",1,"gpt-4o","extraversion","glasso",0.857813137229501,1,62,28,22,3,12,3,"full"
25,"persona_few_shot",1,"gpt-4o","extraversion","tmfg",1,1,62,30,22,3,10,3,"full"
25,"persona_few_shot",1,"gpt-4o","neuroticism","glasso",0.821976294451732,0.879288527785937,60,35,23,3,2,3,"full"
25,"persona_few_shot",1,"gpt-4o","neuroticism","tmfg",0.766903166908797,1,60,25,23,3,12,2,"sparse"
25,"persona_few_shot",1,"gpt-4o","openness","glasso",0.869214891554231,1,64,35,21,4,8,3,"full"
25,"persona_few_shot",1,"gpt-4o","openness","tmfg",0.730464200447269,0.708292989939677,64,30,21,4,13,3,"full"
25,"persona_few_shot",1,"gpt-5.1","agreeableness","glasso",0.843288730875743,0.82314063462645,60,20,40,5,0,1,"full"
25,"persona_few_shot",1,"gpt-5.1","agreeableness","tmfg",0.942744198105979,0.693587150810758,60,19,40,5,1,2,"full"
